Id,Label,Weight,color,Type
3998,T-Pain,8.55872368901974e-05,D,Directed
3999,Anthony Newley,8.562720116415761e-05,D,Directed
4000,The Middle East,8.570699027726799e-05,D,Directed
4001,The Duprees,8.579050962023199e-05,D,Directed
4002,Xavier Rudd,8.58561118111345e-05,D,Directed
4003,George Morgan,8.586937135815773e-05,D,Directed
4004,The Innocence Mission,8.590772981139951e-05,D,Directed
4005,Michael Hurley,8.592904599795024e-05,D,Directed
4006,Marcus Roberts,8.602388369929194e-05,D,Directed
4007,Moby,8.606794318727168e-05,D,Directed
4008,Otep,8.607788536741046e-05,D,Directed
4009,Marvin Sease,8.6261019130707e-05,D,Directed
4010,Gigi Masin,8.626739095477687e-05,D,Directed
4011,Tindersticks,8.627330975028368e-05,D,Directed
4012,Steve Harley & Cockney Rebel,8.636252718663461e-05,D,Directed
4013,Lenny White,8.636407115797487e-05,D,Directed
4014,Flosstradamus,8.642883027046126e-05,D,Directed
4015,Midnight Oil,8.655290430101072e-05,D,Directed
4016,Kurt Vile,8.660307552658573e-05,D,Directed
4017,The Mars Volta,8.668320695563633e-05,D,Directed
4018,Betty Everett,8.680914935630628e-05,D,Directed
4019,Fever Ray,8.682532395641311e-05,D,Directed
4020,The Black Dahlia Murder,8.68815670286647e-05,D,Directed
4021,Emerson Drive,8.692880413918936e-05,D,Directed
4022,La Roux,8.704286281425872e-05,D,Directed
4023,RocÃ­o Jurado,8.710847346084661e-05,D,Directed
4024,Orchestral Manoeuvres in the Dark,8.714161361837397e-05,D,Directed
4025,Jermaine Stewart,8.720805506849747e-05,D,Directed
4026,Miike Snow,8.731703111114601e-05,D,Directed
4027,Tim O'Brien,8.745765156157669e-05,D,Directed
4028,James Mason,8.748779436755136e-05,D,Directed
4029,Our Lady Peace,8.750562110413797e-05,D,Directed
4030,Loreena McKennitt,8.758860285728372e-05,D,Directed
4031,Trace Adkins,8.75893539465551e-05,D,Directed
4032,The Faint,8.762122844827587e-05,D,Directed
4033,"Clarence ""Frogman"" Henry",8.762861930434806e-05,D,Directed
4034,State Champs,8.793092228729262e-05,D,Directed
4035,Rick James,8.796411826836068e-05,D,Directed
4036,Eyeless in Gaza,8.80038604169023e-05,D,Directed
4037,Nick Jonas & the Administration,8.808791992952787e-05,D,Directed
4038,Sawyer Brown,8.825242723608143e-05,D,Directed
4039,Toadies,8.830877064831374e-05,D,Directed
4040,Paul Revere & the Raiders,8.840525493236239e-05,D,Directed
4041,Donna Summer,8.848447310168393e-05,D,Directed
4042,Blur,8.855488540303079e-05,D,Directed
4043,Julian Lennon,8.874665369986643e-05,D,Directed
4044,Olivier Messiaen,8.879412039083553e-05,D,Directed
4045,Billy Fury,8.884030481467007e-05,D,Directed
4046,Archie Shepp,8.884665380797015e-05,D,Directed
4047,Pete Yorn,8.892663373405735e-05,D,Directed
4048,Basshunter,8.894948782919607e-05,D,Directed
4049,The Tornados,8.902217985705102e-05,D,Directed
4050,Hatebreed,8.90246316370574e-05,D,Directed
4051,Megadeth,8.904169034998805e-05,D,Directed
4052,Ike Quebec,8.918851987454725e-05,D,Directed
4053,Katrina & the Waves,8.92059942267741e-05,D,Directed
4054,Mushroomhead,8.928745243226517e-05,D,Directed
4055,Al Di Meola,8.934234512955201e-05,D,Directed
4056,Amy Millan,8.93835160428921e-05,D,Directed
4057,The Antlers,8.939080282504994e-05,D,Directed
4058,Shriekback,8.956972194460445e-05,D,Directed
4059,Patrice Rushen,8.968619322063473e-05,D,Directed
4060,Gina X Performance,8.975846350656047e-05,D,Directed
4061,Comus,9.007257358738794e-05,D,Directed
4062,Jesse McCartney,9.011226149907167e-05,D,Directed
4063,R5,9.020660518083422e-05,D,Directed
4064,Alex Van Halen,9.029191718847059e-05,D,Directed
4065,Yarbrough & Peoples,9.031668121530906e-05,D,Directed
4066,Emmylou Harris,9.040544254336462e-05,D,Directed
4067,Meg Myers,9.04629591887252e-05,D,Directed
4068,Ray Barretto,9.046836983391344e-05,D,Directed
4069,Spoon,9.048733044999792e-05,D,Directed
4070,Suicide,9.048946130839171e-05,D,Directed
4071,Phil Ochs,9.074203337076926e-05,D,Directed
4072,Cherub,9.084840023138278e-05,D,Directed
4073,Blindside,9.108914121132237e-05,D,Directed
4074,Richard Elliot,9.110497895557635e-05,D,Directed
4075,Spin Doctors,9.124927391761117e-05,D,Directed
4076,Mandy Patinkin,9.127122122487704e-05,D,Directed
4077,Thursday,9.127447217031403e-05,D,Directed
4078,Christian McBride,9.128779318329073e-05,D,Directed
4079,Gerry Rafferty,9.148729057644557e-05,D,Directed
4080,The Radio Dept.,9.154030255164046e-05,D,Directed
4081,Janelle MonÃ¡e,9.176605841029514e-05,D,Directed
4082,Tyrone Davis,9.186754218849195e-05,D,Directed
4083,Brian May,9.19473788138333e-05,D,Directed
4084,Whoopi Goldberg,9.205734922350156e-05,D,Directed
4085,Yellowcard,9.205962923034634e-05,D,Directed
4086,Burl Ives,9.212854313655918e-05,D,Directed
4087,Jordan Rakei,9.216711492852869e-05,D,Directed
4088,Manu Dibango,9.227794841431529e-05,D,Directed
4089,Joe Bataan,9.232572170356733e-05,D,Directed
4090,The Andrews Sisters,9.246522279734656e-05,D,Directed
4091,Robert Glasper Experiment,9.249148201972548e-05,D,Directed
4092,Eric Serra,9.252545285015607e-05,D,Directed
4093,Dave Mason,9.25583137964968e-05,D,Directed
4094,Caviar,9.256330778916109e-05,D,Directed
4095,Jimmy Witherspoon,9.256680102671899e-05,D,Directed
4096,G. Love & Special Sauce,9.262085481291424e-05,D,Directed
4097,Ronnie Foster,9.271343637020223e-05,D,Directed
4098,Tom Morello,9.279092764440973e-05,D,Directed
4099,K. Michelle,9.287626934915676e-05,D,Directed
4100,Roy Buchanan,9.291287322286441e-05,D,Directed
4101,Marta SÃ¡nchez,9.339671404765225e-05,D,Directed
4102,Porter Wagoner,9.343426496057364e-05,D,Directed
4103,Kleeer,9.34701173801214e-05,D,Directed
4104,Metric,9.348846079467737e-05,D,Directed
4105,Dave Koz,9.353278816859793e-05,D,Directed
4106,The Strokes,9.354687135195206e-05,D,Directed
4107,Dead Boys,9.363617124831663e-05,D,Directed
4108,The Bobbettes,9.39127956751057e-05,D,Directed
4109,Utah Saints,9.395895195766733e-05,D,Directed
4110,Perfume Genius,9.407849134295801e-05,D,Directed
4111,Lucky Dube,9.436253520929408e-05,D,Directed
4112,Robert Palmer,9.445858087410967e-05,D,Directed
4113,Bill Fay,9.446891500432001e-05,D,Directed
4114,Jessica Andrews,9.447175826149427e-05,D,Directed
4115,MÃºm,9.448479225840523e-05,D,Directed
4116,The 1975,9.452742840468685e-05,D,Directed
4117,Day26,9.455791325163588e-05,D,Directed
4118,Alcatrazz,9.463888678949693e-05,D,Directed
4119,VAST,9.464476681358313e-05,D,Directed
4120,Dead Can Dance,9.469157593484103e-05,D,Directed
4121,Carl Perkins,9.496393377399733e-05,D,Directed
4122,Collie Buddz,9.506896624386669e-05,D,Directed
4123,McCoy Tyner,9.512418170795874e-05,D,Directed
4124,Slim & Slam,9.531386262480378e-05,D,Directed
4125,Gino Soccio,9.540322367090952e-05,D,Directed
4126,David Gilmour,9.553866794820214e-05,D,Directed
4127,Gym Class Heroes,9.563577586206897e-05,D,Directed
4128,Radiohead,9.567985654759219e-05,D,Directed
4129,Jeanne Moreau,9.568791359657718e-05,D,Directed
4130,David Ball,9.577573587027717e-05,D,Directed
4131,Aphex Twin,9.592283519264643e-05,D,Directed
4132,The Red Krayola,9.597261781101914e-05,D,Directed
4133,Linda Ronstadt,9.639141366020865e-05,D,Directed
4134,Broken Social Scene,9.643390401077187e-05,D,Directed
4135,En Vogue,9.653945239575002e-05,D,Directed
4136,Destiny's Child,9.66804487411418e-05,D,Directed
4137,Sammy,9.675563373226428e-05,D,Directed
4138,Justin Townes Earle,9.682516101623982e-05,D,Directed
4139,Sonny James,9.691347755538873e-05,D,Directed
4140,Shanice,9.707019115904152e-05,D,Directed
4141,Santo & Johnny,9.709496946784273e-05,D,Directed
4142,Augustana,9.71959436848586e-05,D,Directed
4143,Jordan Pruitt,9.72494663265169e-05,D,Directed
4144,Starcastle,9.742260393831502e-05,D,Directed
4145,Tom Moulton,9.750894753001182e-05,D,Directed
4146,Judee Sill,9.757017711251278e-05,D,Directed
4147,The Matches,9.75788167976764e-05,D,Directed
4148,MC5,9.781383227677589e-05,D,Directed
4149,John Jacob Niles,9.781937594033795e-05,D,Directed
4150,Brass Construction,9.794652776270736e-05,D,Directed
4151,Fela Kuti,9.796437739246767e-05,D,Directed
4152,Tuxedomoon,9.809930185801418e-05,D,Directed
4153,Gossip,9.81555906036124e-05,D,Directed
4154,Tank,9.824011222621143e-05,D,Directed
4155,Seether,9.827202246551327e-05,D,Directed
4156,Gary Bartz,9.839295984301383e-05,D,Directed
4157,Con Funk Shun,9.841982699221555e-05,D,Directed
4158,The Partridge Family,9.851290685946812e-05,D,Directed
4159,5 Seconds of Summer,9.851389308243603e-05,D,Directed
4160,Mick Jagger,9.851522895630316e-05,D,Directed
4161,All Time Low,9.854261250457408e-05,D,Directed
4162,Rhiannon Giddens,9.858918752455299e-05,D,Directed
4163,Frightened Rabbit,9.879737189857446e-05,D,Directed
4164,Karina,9.921654524823803e-05,D,Directed
4165,Bobby CapÃ³,9.956955052905989e-05,D,Directed
4166,La Sonora Dinamita,9.964788440032041e-05,D,Directed
4167,The Zutons,9.977857953361803e-05,D,Directed
4168,Thunder,9.978799606136904e-05,D,Directed
4169,Robin Williams,9.990935354380267e-05,D,Directed
4170,Los Secretos,0.00010001472833865478,D,Directed
4171,David Crosby,0.00010006223790277383,D,Directed
4172,The Cardigans,0.00010017394784307087,D,Directed
4173,The Winans,0.00010025914599674172,D,Directed
4174,Darius Rucker,0.00010029514645071066,D,Directed
4175,Luny Tunes,0.0001003595299898329,D,Directed
4176,The Three Degrees,0.00010060446529386901,D,Directed
4177,Horace Andy,0.00010061709296695095,D,Directed
4178,The Verve Pipe,0.0001012476606906899,D,Directed
4179,Ralfi Pagan,0.00010128188671879695,D,Directed
4180,Tesla,0.00010139990279214133,D,Directed
4181,Billy Taylor,0.00010150642368119767,D,Directed
4182,Giuseppe di Stefano,0.0001016592657047405,D,Directed
4183,Jesse Boykins III,0.00010186354499195293,D,Directed
4184,Foreigner,0.00010211848302906537,D,Directed
4185,Rod Stewart,0.00010237812205755929,D,Directed
4186,Chrissie Hynde,0.0001024255173171333,D,Directed
4187,Black Oak Arkansas,0.00010274421791667862,D,Directed
4188,In Flames,0.00010289006351885357,D,Directed
4189,Blue,0.00010293610610941461,D,Directed
4190,Jaco Pastorius,0.00010307389842032215,D,Directed
4191,Jem,0.00010317415224691298,D,Directed
4192,Boy George,0.00010317788262312063,D,Directed
4193,Alannah Myles,0.00010339233527330938,D,Directed
4194,Tyrese,0.00010339800083551067,D,Directed
4195,Chiodos,0.00010363163128983475,D,Directed
4196,UFO,0.0001036942448607834,D,Directed
4197,The Jazz Crusaders,0.00010371853031061205,D,Directed
4198,Tal Farlow,0.0001038039962091194,D,Directed
4199,The Zombies,0.00010392446161744658,D,Directed
4200,The Dramatics,0.00010402109746915269,D,Directed
4201,D'Angelo,0.00010409088231345238,D,Directed
4202,Jon Foreman,0.0001042185464198671,D,Directed
4203,Casting Crowns,0.0001043023087234989,D,Directed
4204,Brownie McGhee,0.00010440007109461022,D,Directed
4205,Snapcase,0.00010440892439669369,D,Directed
4206,Creed,0.00010448519263265077,D,Directed
4207,The Wanted,0.00010466543261663814,D,Directed
4208,Yves Montand,0.00010473438065018386,D,Directed
4209,Steve Hackett,0.00010482337844602323,D,Directed
4210,Little Jimmy Dickens,0.0001052534713835866,D,Directed
4211,Tamia,0.00010536605100812175,D,Directed
4212,Barrington Levy,0.0001056689246421064,D,Directed
4213,Junior Brown,0.00010570179322432806,D,Directed
4214,Wizzard,0.0001057077739254967,D,Directed
4215,Mike Stern,0.00010584386687737112,D,Directed
4216,Eve 6,0.00010585123415788151,D,Directed
4217,Alice Coltrane,0.00010585325044817652,D,Directed
4218,Doug Kershaw,0.0001060482999526071,D,Directed
4219,Barbara Lynn,0.00010607930138554374,D,Directed
4220,Michel Legrand,0.00010618885642163538,D,Directed
4221,Nancy Wilson,0.00010625556725140747,D,Directed
4222,Amos Lee,0.00010628643185002856,D,Directed
4223,Lindsey Buckingham,0.00010631986606532397,D,Directed
4224,Tito Nieves,0.00010638224183860834,D,Directed
4225,Crywank,0.00010663162075568713,D,Directed
4226,The Cheetah Girls,0.0001067028013534335,D,Directed
4227,Youth Group,0.00010684824466696916,D,Directed
4228,We Are Scientists,0.00010698122939195283,D,Directed
4229,Mae,0.00010705658048400106,D,Directed
4230,Johnny Nash,0.00010712167861125618,D,Directed
4231,Sonny Terry,0.0001072257376570573,D,Directed
4232,Unsane,0.00010724813951579638,D,Directed
4233,Cindy Walker,0.00010776032988818973,D,Directed
4234,Malcolm McLaren,0.00010799810694181903,D,Directed
4235,Jennifer Lopez,0.00010812899423146936,D,Directed
4236,Michael Ball,0.00010816100617049156,D,Directed
4237,Nina Hagen,0.0001083972134417166,D,Directed
4238,Jon Bellion,0.00010892180035509823,D,Directed
4239,Sister Nancy,0.00010895758127328254,D,Directed
4240,Blue States,0.00010897372636308776,D,Directed
4241,Simply Red,0.00010900042529395444,D,Directed
4242,John Parr,0.00010905866937320046,D,Directed
4243,Cockney Rejects,0.00010929169732177988,D,Directed
4244,The KLF,0.00010942665994793908,D,Directed
4245,Victor Borge,0.00010946595557701332,D,Directed
4246,Paul Bley,0.00010949128850167714,D,Directed
4247,George Thorogood,0.00010953687768835228,D,Directed
4248,Will Ackerman,0.00010971844090384422,D,Directed
4249,Brian Poole & the Tremeloes,0.0001100858168992531,D,Directed
4250,Sabu Martinez,0.00011015688030406133,D,Directed
4251,Negative Approach,0.00011017310216444761,D,Directed
4252,The Human League,0.00011018999497310243,D,Directed
4253,Flaco JimÃ©nez,0.00011039851861752478,D,Directed
4254,Noel Redding,0.00011120693890750977,D,Directed
4255,Julie Andrews,0.0001112087317322042,D,Directed
4256,Chris Thomas King,0.00011132843779218085,D,Directed
4257,David Bromberg,0.00011140821021949795,D,Directed
4258,The Fabulous Thunderbirds,0.00011153634379101582,D,Directed
4259,Tift Merritt,0.00011162570387785905,D,Directed
4260,Sneaker Pimps,0.00011170737212213146,D,Directed
4261,Marconi Union,0.00011172462562405474,D,Directed
4262,Marah,0.00011173322250316052,D,Directed
4263,Gomez,0.00011236811097262657,D,Directed
4264,Dan Hill,0.00011243987872800381,D,Directed
4265,Jimmy Castor,0.00011281531543531813,D,Directed
4266,Lincoln,0.00011322428199314076,D,Directed
4267,Ronnie Milsap,0.00011328952666710349,D,Directed
4268,U2,0.00011352509397492191,D,Directed
4269,Grand Funk Railroad,0.00011364814986628688,D,Directed
4270,Joel Grey,0.00011397133105209429,D,Directed
4271,The Pussycat Dolls,0.00011428896226265617,D,Directed
4272,Newton Faulkner,0.00011441726977766238,D,Directed
4273,The Ames Brothers,0.00011445330823031221,D,Directed
4274,The Go-Go's,0.00011450280852088214,D,Directed
4275,Converge,0.00011465997395779923,D,Directed
4276,Jan Garbarek,0.00011476686570237698,D,Directed
4277,Cabaret Voltaire,0.00011500110566500217,D,Directed
4278,Kat Graham,0.00011531557829167772,D,Directed
4279,Greg Brown,0.00011536145781789039,D,Directed
4280,Peggy Seeger,0.00011536333463209558,D,Directed
4281,Jim & Jesse,0.0001154523621073615,D,Directed
4282,Snow Patrol,0.00011557440768205992,D,Directed
4283,Shiny Toy Guns,0.00011566602643821891,D,Directed
4284,Matthew Halsall,0.00011624357388104635,D,Directed
4285,Arthur Russell,0.00011625692722712294,D,Directed
4286,VinÃ­cius de Moraes,0.00011632953020403839,D,Directed
4287,Erskine Hawkins,0.00011652565070717857,D,Directed
4288,Carnivore,0.00011660152821460509,D,Directed
4289,Mac McAnally,0.00011678812826247214,D,Directed
4290,Trevor Jones,0.0001168089936707266,D,Directed
4291,Jenny Lewis,0.00011685838599081902,D,Directed
4292,The Dells,0.00011707310703146768,D,Directed
4293,Boys Like Girls,0.00011718685267533333,D,Directed
4294,Townes Van Zandt,0.00011744814261625065,D,Directed
4295,Jimmy Rogers,0.00011759833622756397,D,Directed
4296,Crystal Gayle,0.00011789928318241426,D,Directed
4297,Josh Ritter,0.00011799942908032001,D,Directed
4298,Kindred the Family Soul,0.00011804420268208028,D,Directed
4299,Frankie Miller,0.00011838014365678025,D,Directed
4300,"Jump, Little Children",0.0001184677151269802,D,Directed
4301,The Heptones,0.00011871041200151012,D,Directed
4302,Smokie Norful,0.00011897971142644934,D,Directed
4303,Bill Charlap,0.00011898850493561514,D,Directed
4304,Harold Melvin,0.00011903805346894728,D,Directed
4305,The Delta Rhythm Boys,0.00011905058976177619,D,Directed
4306,Harry Chapin,0.0001191131022407751,D,Directed
4307,Z.Z. Hill,0.00011948243755660482,D,Directed
4308,All Shall Perish,0.00011965717968876911,D,Directed
4309,Okkervil River,0.00011980262396379601,D,Directed
4310,Ten Foot Pole,0.00011989878966461515,D,Directed
4311,Ryuichi Sakamoto,0.00011989904667335718,D,Directed
4312,King Radio,0.00012001112795913413,D,Directed
4313,Happy Mondays,0.00012039832143866932,D,Directed
4314,Laura Branigan,0.00012047944131096872,D,Directed
4315,Huey Lewis,0.00012058452888280601,D,Directed
4316,Jewel,0.00012060972904104456,D,Directed
4317,Joe Satriani,0.00012071148796135111,D,Directed
4318,The Cars,0.0001211800011982253,D,Directed
4319,Jocelyn Brown,0.00012121732243520205,D,Directed
4320,Kate Bush,0.00012149958924353356,D,Directed
4321,Sky Ferreira,0.00012169367760089419,D,Directed
4322,Neneh Cherry,0.00012174282040460717,D,Directed
4323,Commissioned,0.00012210460658142278,D,Directed
4324,Montrose,0.00012218804772568608,D,Directed
4325,Edie Brickell & New Bohemians,0.00012261913509993926,D,Directed
4326,SoMo,0.00012267420238546196,D,Directed
4327,Alvin & the Chipmunks,0.0001228172821576931,D,Directed
4328,David Gray,0.0001228487843716437,D,Directed
4329,Sonny Clark,0.00012299902555737695,D,Directed
4330,Jamila Woods,0.00012307581716253162,D,Directed
4331,Golden Smog,0.00012323540949724825,D,Directed
4332,Phish,0.00012340748439111171,D,Directed
4333,The Fugs,0.0001234154893641393,D,Directed
4334,Shadow,0.0001236114147770908,D,Directed
4335,Ali Akbar Khan,0.0001236482186406819,D,Directed
4336,Wynn Stewart,0.0001236766111747184,D,Directed
4337,Jars of Clay,0.00012370012389627147,D,Directed
4338,Simple Minds,0.00012371226330506509,D,Directed
4339,Francesco Yates,0.00012371742365926245,D,Directed
4340,Eric Carmen,0.00012389844185934387,D,Directed
4341,Dick Curless,0.0001242102001191051,D,Directed
4342,Uriah Heep,0.00012429789163620516,D,Directed
4343,Buck Owens,0.00012432307205954065,D,Directed
4344,Korn,0.0001245471614444819,D,Directed
4345,Scott Nygaard,0.00012469897609518113,D,Directed
4346,Vasco Rossi,0.0001247620842253494,D,Directed
4347,Bathory,0.00012490130653127607,D,Directed
4348,Paul Carrack,0.0001249434660041196,D,Directed
4349,Band of Horses,0.0001254863808308972,D,Directed
4350,Silverstein,0.00012582077442837853,D,Directed
4351,Yami Bolo,0.00012593715982731743,D,Directed
4352,Cassius Clay,0.0001259997478054807,D,Directed
4353,Lecuona Cuban Boys,0.0001260662407212706,D,Directed
4354,Bowling for Soup,0.00012636478585973846,D,Directed
4355,Gladys Knight & the Pips,0.0001264339717633219,D,Directed
4356,Diana Ross & the Supremes,0.00012651385212234304,D,Directed
4357,The Stooges,0.000126635971917936,D,Directed
4358,Eileen Farrell,0.00012718603414072844,D,Directed
4359,Perry Como,0.00012726011620723657,D,Directed
4360,Ella Fitzgerald,0.00012732766006604514,D,Directed
4361,Los Lobos,0.00012735511436407323,D,Directed
4362,Kristin Chenoweth,0.00012815882607402617,D,Directed
4363,Joe Strummer,0.0001284469039809735,D,Directed
4364,Local Natives,0.0001284902484248712,D,Directed
4365,Michal Urbaniak,0.00012857160903046344,D,Directed
4366,Busted,0.0001285803747909039,D,Directed
4367,Audio Adrenaline,0.0001287063489826803,D,Directed
4368,J Balvin,0.0001287464850995256,D,Directed
4369,Peter Gabriel,0.00012875990424294673,D,Directed
4370,Rupee,0.00012880778313940515,D,Directed
4371,Boyz II Men,0.00012889178646004662,D,Directed
4372,Archie Bell & the Drells,0.00012897833758556874,D,Directed
4373,Yazoo,0.00012915044862975598,D,Directed
4374,Djivan Gasparyan,0.000129276167209002,D,Directed
4375,Kathy Mattea,0.000129635489798743,D,Directed
4376,Chantal Kreviazuk,0.0001298162816082071,D,Directed
4377,Ashford & Simpson,0.00012988206606052348,D,Directed
4378,Tinariwen,0.00013006187867989108,D,Directed
4379,Charlie Byrd,0.00013012560827156894,D,Directed
4380,Patty Smyth,0.00013028101710518746,D,Directed
4381,Divine,0.00013032347294946126,D,Directed
4382,Alison Krauss,0.0001303434714948089,D,Directed
4383,Chapterhouse,0.00013049167536306256,D,Directed
4384,Downset,0.00013062743995972717,D,Directed
4385,Sheila E.,0.00013072364355585668,D,Directed
4386,The Tubes,0.0001315166372395005,D,Directed
4387,James Horner,0.00013154651541042548,D,Directed
4388,Jacob Do Bandolim,0.00013161619334550132,D,Directed
4389,Joe Tex,0.0001321783848725464,D,Directed
4390,Mother Earth,0.00013232172644292754,D,Directed
4391,George Duke,0.00013282296126322578,D,Directed
4392,Rush,0.00013289258473026493,D,Directed
4393,Kix,0.00013293568608535285,D,Directed
4394,Rudy Ray Moore,0.00013304287173164256,D,Directed
4395,Shabba Ranks,0.00013305557037614698,D,Directed
4396,The Producers,0.00013311502540000906,D,Directed
4397,Joi,0.0001334931232088706,D,Directed
4398,Trans-Siberian Orchestra,0.0001335148658660671,D,Directed
4399,Josef K,0.0001335585434732319,D,Directed
4400,Escape the Fate,0.00013425000887454504,D,Directed
4401,Ken Elkinson,0.00013432127940061177,D,Directed
4402,Dan Penn,0.0001344798008429204,D,Directed
4403,Kyuss,0.00013494281450847004,D,Directed
4404,The Thermals,0.00013544030617338126,D,Directed
4405,Rites of Spring,0.00013545140440055704,D,Directed
4406,Il Divo,0.00013548525988915547,D,Directed
4407,HÃ©ctor Lavoe,0.00013556298966587067,D,Directed
4408,Al B. Sure!,0.00013568245625673902,D,Directed
4409,Temple of the Dog,0.00013574970045897867,D,Directed
4410,"Lee ""Scratch"" Perry",0.00013582104617578924,D,Directed
4411,Jody Watley,0.00013586880590253864,D,Directed
4412,Bobby Hutcherson,0.00013618980025397126,D,Directed
4413,The Sylvers,0.00013621107595691325,D,Directed
4414,SeÃ¡n Ã“ Riada,0.00013639799534633185,D,Directed
4415,D.O.A.,0.00013656484975391216,D,Directed
4416,J.D. Crowe & the New South,0.00013669082305297416,D,Directed
4417,Luscious Jackson,0.00013671301498848596,D,Directed
4418,Cousin Emmy,0.00013673073563856555,D,Directed
4419,Enrique GuzmÃ¡n,0.00013683789050291382,D,Directed
4420,Liam Lynch,0.00013686300203272155,D,Directed
4421,Nina Simone,0.00013691144969095454,D,Directed
4422,Bobby Hackett,0.00013693901816932337,D,Directed
4423,Ronnie Self,0.00013719214830507168,D,Directed
4424,Daniel Tosh,0.00013728834577908029,D,Directed
4425,Bratmobile,0.00013730017974459654,D,Directed
4426,Buckethead,0.00013763422300419815,D,Directed
4427,Joshua Radin,0.00013764852195996167,D,Directed
4428,Rotary Connection,0.00013768802096888314,D,Directed
4429,Ramblin' Jack Elliott,0.00013771345760622836,D,Directed
4430,Mystery Jets,0.00013773491351333727,D,Directed
4431,Streetlight Manifesto,0.00013782507331560527,D,Directed
4432,Ben Folds,0.00013791678592614746,D,Directed
4433,Commander Cody and His Lost Planet Airmen,0.00013813105097545383,D,Directed
4434,Popol Vuh,0.00013857803688425803,D,Directed
4435,"Defiance, Ohio",0.00013867434442669952,D,Directed
4436,Bernard Herrmann,0.0001387383506582345,D,Directed
4437,Wynonie Harris,0.00013884545372247814,D,Directed
4438,Wipers,0.00013888753342605856,D,Directed
4439,Wilco,0.00013905024792485468,D,Directed
4440,MC 900 Ft. Jesus,0.00013987758318752272,D,Directed
4441,Deniece Williams,0.00013996878969394492,D,Directed
4442,The Wailin' Jennys,0.00014102967330661826,D,Directed
4443,Avant,0.00014106619876610253,D,Directed
4444,Yanni,0.00014131234162584227,D,Directed
4445,AndrÃ© Kostelanetz,0.00014222231528271894,D,Directed
4446,Steve Perry,0.0001423824396211485,D,Directed
4447,Darkthrone,0.00014248336727882335,D,Directed
4448,The Jordanaires,0.0001431034073713862,D,Directed
4449,Rod Temperton,0.0001432423079510513,D,Directed
4450,Jessie J,0.00014347801054754593,D,Directed
4451,The Champs,0.0001434884408764993,D,Directed
4452,Destructo,0.00014361414333724482,D,Directed
4453,Rosemary & Garlic,0.00014364088138899965,E,Directed
4454,Lumidee,0.00014365867532173052,E,Directed
4455,Moodymann,0.00014384390917993305,E,Directed
4456,McFly,0.00014408246312877526,E,Directed
4457,Dirty Pretty Things,0.0001441845312966304,E,Directed
4458,They Might Be Giants,0.00014447181363831874,E,Directed
4459,Emperor,0.00014484465158995827,E,Directed
4460,Meshell Ndegeocello,0.00014504237555811131,E,Directed
4461,R. Kelly,0.00014507564232242945,E,Directed
4462,Sarah Ross,0.00014532230878611945,E,Directed
4463,Brenda Russell,0.00014533676502095943,E,Directed
4464,Red Rider,0.0001453752230514238,E,Directed
4465,BeBe Winans,0.00014544132985651087,E,Directed
4466,BoySetsFire,0.00014596246261808953,E,Directed
4467,The Pretty Things,0.0001460975280527346,E,Directed
4468,Candy Dulfer,0.00014733996266052277,E,Directed
4469,Pedro the Lion,0.00014785907454630803,E,Directed
4470,Morgan Heritage,0.00014788567639141816,E,Directed
4471,Dory Previn,0.00014803560328323392,E,Directed
4472,Syleena Johnson,0.00014810174274839375,E,Directed
4473,Tex Williams,0.00014812526291458077,E,Directed
4474,The Gaylads,0.00014865587464571187,E,Directed
4475,The Grascals,0.0001489871616483562,E,Directed
4476,Moloko,0.00014924662367129998,E,Directed
4477,Deicide,0.00014987599072041648,E,Directed
4478,Tweet,0.00015133446959746994,E,Directed
4479,The Bluetones,0.0001514755271641117,E,Directed
4480,Forever the Sickest Kids,0.00015166885756070562,E,Directed
4481,Black Flag,0.0001517217907904967,E,Directed
4482,The Memphis Horns,0.00015177939870862162,E,Directed
4483,Karunesh,0.00015274267348313955,E,Directed
4484,Anthrax,0.0001529740592445896,E,Directed
4485,Jacques Brel,0.00015339873281718325,E,Directed
4486,The Waterboys,0.00015342338006654,E,Directed
4487,Death Cab for Cutie,0.0001534279918187631,E,Directed
4488,SinÃ©ad O'Connor,0.0001534784792799562,E,Directed
4489,Jerrod Niemann,0.00015377478662017386,E,Directed
4490,CamarÃ³n de la Isla,0.00015383307250231102,E,Directed
4491,The Spinners,0.0001540714235259228,E,Directed
4492,Savoy Brown,0.0001545598062801415,E,Directed
4493,Sammy Hagar,0.00015571039173965296,E,Directed
4494,Donny Osmond,0.0001561329393320541,E,Directed
4495,Gavin Friday,0.00015629688031731427,E,Directed
4496,Kesha,0.00015671745006447336,E,Directed
4497,John Lee Hooker,0.0001571335883226798,E,Directed
4498,The Vines,0.00015746550143508616,E,Directed
4499,Lit,0.0001581128583951365,E,Directed
4500,Tycho,0.0001581475337792496,E,Directed
4501,Jimmy Martin,0.00015848662959782204,E,Directed
4502,Geoff Zanelli,0.000158539080253747,E,Directed
4503,The Sound,0.00015866150294974066,E,Directed
4504,Youssou N'Dour,0.0001588752987042429,E,Directed
4505,The Click Five,0.00015923157310456708,E,Directed
4506,The Police,0.0001596209052428307,E,Directed
4507,Roy Eldridge,0.00015968473937722424,E,Directed
4508,Pitchshifter,0.0001603164998431812,E,Directed
4509,Amber,0.000160460051863559,E,Directed
4510,Tom Jones,0.00016096920032971024,E,Directed
