Id,Label,Weight,color,modularity_class
2552,Cilla Black,4,u,46
2553,Lulu,4,u,46
2554,Rufus Thomas,23,u,46
2555,Kruder & Dorfmeister,1,u,46
2556,Orbital,5,u,46
2557,Aphex Twin,24,u,46
2558,William Orbit,5,u,46
2559,Lakeside,1,u,46
2560,Chris LeDoux,4,u,46
2561,Kimya Dawson,1,u,46
2562,Tullycraft,3,u,46
2563,The Mountain Goats,10,u,46
2564,DJ Nelson,1,v,47
2565,Luny Tunes,0,v,47
2566,El General,5,v,47
2567,Jane Birkin,11,u,46
2568,Isobel Campbell,0,u,46
2569,Mazzy Star,6,u,46
2570,Cherrelle,2,u,46
2571,"Evelyn ""Champagne"" King",5,u,46
2572,Melba Moore,2,u,46
2573,Kristin Chenoweth,0,u,46
2574,Sandi Patty,8,u,46
2575,Bebe Neuwirth,1,v,47
2576,Mitzi Gaynor,1,v,47
2577,Israel & New Breed,1,u,46
2578,Fred Hammond,8,u,46
2579,Lalo RodrÃ­guez,0,u,46
2580,The Zutons,0,u,46
2581,Dexys Midnight Runners,7,u,46
2582,The Boomtown Rats,9,u,46
2583,Edie Brickell & New Bohemians,2,v,47
2584,Cheryl Wheeler,0,u,46
2585,It's a Beautiful Day,0,u,46
2586,Chemlab,0,u,46
2587,Chris Duarte,0,u,46
2588,Chris Montez,1,u,46
2589,The Psychedelic Furs,11,u,46
2590,The Adverts,8,u,46
2591,Veruca Salt,4,u,46
2592,Jackyl,0,u,46
2593,Panda Bear,1,u,46
2594,Boards of Canada,12,u,46
2595,The Abyssinians,6,u,46
2596,IsmaÃ«l LÃ´,1,u,46
2597,Garland Jeffreys,2,u,46
2598,Jain,0,u,46
2599,Oumou Sangare,2,u,46
2600,Crazy Town,0,u,46
2601,The Ides of March,2,v,47
2602,Chico CÃ©sar,0,u,46
2603,Gal Costa,8,u,46
2604,Chick Corea,11,u,46
2605,Ivan Lins,1,u,46
2606,Citizen Cope,0,u,46
2607,Ben Harper,9,u,46
2608,O.A.R.,2,u,46
2609,City Boy,0,u,46
2610,Chico DeBarge,0,u,46
2611,Chris Whitley,2,u,46
2612,Donnie McClurkin,3,u,46
2613,Tye Tribbett,0,u,46
2614,Israel Houghton,1,u,46
2615,Helen Ward,9,v,47
2616,Crimson Glory,1,u,46
2617,Tom Morello,2,h,33
2618,Colin James,0,u,46
2619,Jimmie Vaughan,1,u,46
2620,John Entwistle,5,u,46
2621,Noel Redding,4,u,46
2622,Eric Darius,0,u,46
2623,David Johansen,3,u,46
2624,Joe Hill Louis,0,v,47
2625,Commander Cody and His Lost Planet Airmen,0,v,47
2626,Christopher Williams,1,u,46
2627,Jeffrey Osborne,2,u,46
2628,Alexander O'Neal,2,u,46
2629,Sylvester,10,l,37
2630,Chromeo,0,u,46
2631,George Clinton,14,u,46
2632,Zapp,4,u,46
2633,Daft Punk,26,u,46
2634,Daryl Hall & John Oates,23,u,46
2635,Yazoo,2,u,46
2636,Jah Cure,0,u,46
2637,Morgan Heritage,4,u,46
2638,Harvey Fuqua,1,v,47
2639,Connie Francis,8,u,46
2640,Ledisi,0,u,46
2641,Karyn White,1,u,46
2642,Porter Wagoner,7,u,46
2643,PÃ©rez Prado,16,v,47
2644,Joe Bataan,3,v,47
2645,Clay Walker,6,u,46
2646,Joe Bonamassa,0,u,46
2647,Diana Ross & the Supremes,2,v,47
2648,Comus,4,u,46
2649,Claus Ogerman,1,v,47
2650,Johnny Guarnieri,1,v,47
2651,Luiz Gonzaga,2,v,47
2652,Lacy J. Dalton,0,u,46
2653,Karen Dalton,10,u,46
2654,Billy Ward & the Dominoes,5,v,47
2655,The Delta Rhythm Boys,3,v,47
2656,Basia,5,u,46
2657,Nancy Sinatra,13,u,46
2658,Basic Black,0,u,46
2659,LeAnn Rimes,2,u,46
2660,Chromatics,0,u,46
2661,Arthur Russell,7,u,46
2662,Marc Almond,2,u,46
2663,Visage,4,u,46
2664,Liquid Liquid,10,u,46
2665,Jack McDuff,5,v,47
2666,The Dandy Warhols,1,u,46
2667,Confederate Railroad,0,u,46
2668,Corey Hart,0,u,46
2669,Gato Barbieri,4,u,46
2670,Joe Maphis,7,v,47
2671,Jimmy Bryant,6,v,47
2672,Chris Thomas,0,u,46
2673,David Gray,12,u,46
2674,Rusted Root,3,u,46
2675,Marc Cohn,5,u,46
2676,Dave Matthews,7,u,46
2677,Taj Mahal,4,u,46
2678,Huey Lewis & the News,6,l,37
2679,Len,0,u,46
2680,Cowboy,0,u,46
2681,Camper Van Beethoven,11,u,46
2682,Cowboy Mouth,1,u,46
2683,The All-American Rejects,11,u,46
2684,Cartel,0,u,46
2685,Chris Squire,2,u,46
2686,Laraaji,0,u,46
2687,Jan Garbarek,6,u,46
2688,Charles TrÃ©net,4,v,47
2689,Cornershop,1,u,46
2690,Asha Bhosle,4,v,47
2691,The Sugarcubes,9,u,46
2692,Cibo Matto,0,u,46
2693,Coyote Shivers,0,u,46
2694,Craig David,1,K,10
2695,Seal,7,u,46
2696,Goldie,4,H,7
2697,Simply Red,5,u,46
2698,Lady Saw,5,u,46
2699,Patra,1,v,47
2700,Sister Nancy,1,v,47
2701,Jacques Dutronc,1,u,46
2702,Johnny Hallyday,2,l,37
2703,Chris Thomas King,0,u,46
2704,Debbie Harry,8,u,46
2705,L.T.D.,0,u,46
2706,Converge,6,a,26
2707,ChristiÃ³n,1,u,46
2708,Christopher Cross,1,u,46
2709,Laidback Luke,1,u,46
2710,Gary Wilson,1,v,47
2711,David Byrne,8,u,46
2712,Johnny Jenkins,7,u,46
2713,R.L. Burnside,6,u,46
2714,Craig Morgan,0,u,46
2715,Chuck Prophet,0,h,33
2716,Lucinda Williams,14,u,46
2717,Nick Lowe,12,j,35
2718,Jagged Edge,3,u,46
2719,Dru Hill,5,u,46
2720,Ratt,4,u,46
2721,Exodus,3,u,46
2722,Coralie ClÃ©ment,1,u,46
2723,Vanessa Paradis,1,t,45
2724,Brigitte Bardot,3,v,47
2725,Jeanne Moreau,2,v,47
2726,El Gran Silencio,0,u,46
2727,The Fabulous Thunderbirds,2,u,46
2728,Christina Milian,0,t,45
2729,Richard Swift,0,h,33
2730,Harry Nilsson,18,u,46
2731,Dave Stewart,5,u,46
2732,The Disco Biscuits,0,u,46
2733,Widespread Panic,12,u,46
2734,Lambchop,4,u,46
2735,Frederick Knight,1,u,46
2736,Lee Hazlewood,14,u,46
2737,Luna,5,u,46
2738,Wynn Stewart,6,v,47
2739,Al Stewart,4,u,46
2740,Jaguares,1,u,46
2741,Cindy Walker,1,v,47
2742,Lamb,1,H,7
2743,Billy Strayhorn,10,v,47
2744,Billy Taylor,1,u,46
2745,Jackie DeShannon,10,u,46
2746,Randy Crawford,6,v,47
2747,Angela Bofill,6,u,46
2748,Angela Winbush,1,v,47
2749,Jackie Paris,3,u,46
2750,BeBe Winans,2,u,46
2751,Eyeless in Gaza,0,u,46
2752,Benny Golson,8,u,46
2753,The Highway Q.C.'s,3,v,47
2754,Cranes,2,u,46
2755,Trey Songz,3,u,46
2756,Jack Wagner,0,u,46
2757,Marvin Hamlisch,1,v,47
2758,The Beloved,0,u,46
2759,Country Joe & the Fish,3,u,46
2760,The Charlatans,4,v,47
2761,The Dirty Dozen Brass Band,6,u,46
2762,Preservation Hall Jazz Band,2,v,47
2763,Robbie Robertson,2,u,46
2764,Mark Knopfler,7,u,46
2765,Jack White,2,u,46
2766,The Grascals,0,u,46
2767,The Del McCoury Band,4,u,46
2768,John Abercrombie,2,u,46
2769,Tantric,5,u,46
2770,Crossfade,0,u,46
2771,"Clarence ""Frogman"" Henry",0,v,47
2772,Crass,15,u,46
2773,The Deviants,2,v,47
2774,Arrow,6,u,46
2775,Admiral Bailey,2,v,47
2776,Big Youth,8,O,14
2777,Josey Wales,4,u,46
2778,Larry Gatlin,0,u,46
2779,Roger Daltrey,3,u,46
2780,"Crosby, Stills, Nash & Young",4,u,46
2781,Cross Canadian Ragweed,1,u,46
2782,The Highwaymen,3,v,47
2783,Pirates of the Mississippi,2,u,46
2784,Spragga Benz,0,u,46
2785,Tal Bachman,0,u,46
2786,Jacky Terrasson,0,u,46
2787,Tony Rice,2,u,46
2788,John Hartford,2,u,46
2789,Del McCoury,11,u,46
2790,Lester Flatt,3,v,47
2791,The Dillards,16,u,46
2792,Jai Uttal,0,u,46
2793,Zakir Hussain,2,v,47
2794,Don Cherry,9,u,46
2795,Nusrat Fateh Ali Khan,5,v,47
2796,The Youngbloods,3,u,46
2797,Spoon,3,u,46
2798,James Burton,12,v,47
2799,The Searchers,9,u,46
2800,Squirrel Nut Zippers,0,A,0
2801,Asleep at the Wheel,5,v,47
2802,Bohannon,2,v,47
2803,Jean Shepard,4,v,47
2804,Crystal Lewis,1,u,46
2805,Crystal Waters,0,u,46
2806,Woody Herman,8,v,47
2807,Tamar Braxton,0,u,46
2808,SWV,10,t,45
2809,Dwarves,0,u,46
2810,Jo Jo Gunne,2,v,47
2811,Fatboy Slim,10,u,46
2812,Camille Yarbrough,1,v,47
2813,Lalo Schifrin,17,u,46
2814,Cristian Castro,0,u,46
2815,Juan Gabriel,10,u,46
2816,Jamelia,0,u,46
2817,Garnett Silk,1,u,46
2818,Missy Elliott,15,u,46
2819,Carter Burwell,2,u,46
2820,Clint Mansell,0,Y,24
2821,Barry Adamson,3,H,7
2822,Elbow,1,u,46
2823,Geggy Tah,2,u,46
2824,Blind Faith,9,u,46
2825,Pat Green,3,u,46
2826,Lou Donaldson,6,u,46
2827,Gigi Gryce,2,v,47
2828,Midlake,0,u,46
2829,The Crystal Method,2,u,46
2830,Front 242,9,u,46
2831,Frankie Knuckles,10,u,46
2832,The Wilburn Brothers,2,v,47
2833,The Cyrkle,1,u,46
2834,The Cover Girls,0,u,46
2835,Champion Jack Dupree,6,v,47
2836,Fefe Dobson,0,h,33
2837,Nelly Furtado,5,G,6
2838,The Creatures,0,u,46
2839,The Dresden Dolls,1,m,38
2840,Zucchero,5,l,37
2841,Laura Pausini,0,u,46
2842,Cursive,5,u,46
2843,Polvo,3,u,46
2844,Archers of Loaf,5,u,46
2845,Dobie Gray,0,u,46
2846,The Dramatics,2,u,46
2847,Joe Liggins,4,v,47
2848,Raymond Scott,14,v,47
2849,Babatunde Olatunji,3,v,47
2850,Spirit,7,u,46
2851,Oingo Boingo,3,u,46
2852,BarlowGirl,0,u,46
2853,JoÃ£o Bosco,0,u,46
2854,Curtis Fuller,0,u,46
2855,Urbie Green,1,v,47
2856,Laura Branigan,0,u,46
2857,The Country Gentlemen,4,u,46
2858,Frankie Goes to Hollywood,9,u,46
2859,Malcolm McLaren,3,u,46
2860,Yello,10,u,46
2861,Esther Phillips,8,u,46
2862,The Friends of Distinction,1,v,47
2863,Dokken,5,u,46
2864,The Darkness,0,u,46
2865,Warrant,4,u,46
2866,Diamond Head,4,u,46
2867,Urge Overkill,2,u,46
2868,Poison,4,u,46
2869,King Diamond,4,u,46
2870,L.A. Guns,2,u,46
2871,Great White,4,u,46
2872,Turbonegro,1,u,46
2873,W.A.S.P.,8,u,46
2874,Curtis Stigers,0,u,46
2875,Tom Jones,8,u,46
2876,Paul Revere & the Raiders,1,j,35
2877,Cut Copy,0,u,46
2878,Erasure,9,u,46
2879,Carl Smith,11,v,47
2880,Eddie Murphy,4,u,46
2881,Robin Williams,2,u,46
2882,Basement Jaxx,9,H,7
2883,Inner City,1,v,47
2884,Junior Vasquez,3,u,46
2885,Jimmy Castor,3,u,46
2886,The Prodigy,7,u,46
2887,The Future Sound of London,2,u,46
2888,Underworld,11,u,46
2889,Nightmares on Wax,4,u,46
2890,The Dukes of Stratosphear,0,u,46
2891,Strawberry Alarm Clock,3,u,46
2892,Cusco,0,u,46
2893,fIREHOSE,1,u,46
2894,The Del Fuegos,0,u,46
2895,Mink DeVille,2,u,46
2896,Faron Young,15,u,46
2897,Fever Tree,0,u,46
2898,New Riders of the Purple Sage,7,u,46
2899,Bastille,1,u,46
2900,Mike Laure,1,u,46
2901,Carl Allen,0,v,47
2902,Bang Tango,0,u,46
2903,Michael Penn,3,u,46
2904,Translator,2,u,46
2905,20/20,5,u,46
2906,Tommy Bolin,1,u,46
2907,Cybotron,1,u,46
2908,Cutting Crew,0,u,46
2909,The Deele,1,u,46
2910,James Ingram,4,u,46
2911,The Charioteers,1,v,47
2912,Eddy Raven,0,u,46
2913,Le Tigre,4,u,46
2914,Luscious Jackson,4,u,46
2915,Clay Aiken,0,u,46
2916,Eric Carmen,1,u,46
2917,Leo Sayer,8,u,46
2918,Air Supply,7,u,46
2919,Cutty Ranks,1,u,46
2920,Eve 6,0,h,33
2921,Matchbox Twenty,11,u,46
2922,Better Than Ezra,4,u,46
2923,Dirty Projectors,0,u,46
2924,Anthony Green,0,u,46
2925,Taking Back Sunday,5,R,17
2926,Pedro the Lion,1,u,46
2927,Glassjaw,5,u,46
2928,The Presidents of the United States of America,4,u,46
2929,Howard Tate,5,u,46
2930,Little Milton,8,u,46
2931,The Distillers,0,u,46
2932,Carolyn Hester,4,v,47
2933,Jerry Goldsmith,9,u,46
2934,The Box Tops,2,u,46
2935,Chapterhouse,1,u,46
2936,Dead Can Dance,6,u,46
2937,Johnny Shines,7,v,47
2938,Leaf Hound,0,u,46
2939,Elmer Bernstein,12,v,47
2940,Earl Klugh,0,u,46
2941,Charlie Byrd,1,v,47
2942,Herb Ellis,1,v,47
2943,Tony Trischka,1,u,46
2944,Old & In the Way,1,u,46
2945,Sting,23,u,46
2946,Don Gibson,7,u,46
2947,Webb Pierce,20,v,47
2948,Tommy Collins,2,v,47
2949,Earl King,7,v,47
2950,Bayside,0,u,46
2951,Good Charlotte,7,B,1
2952,Belinda Carlisle,1,u,46
2953,Mercyful Fate,17,u,46
2954,The Gentrys,1,v,47
2955,Cliff Richard,14,u,46
2956,Freddy Fender,9,u,46
2957,John Mayall & the Bluesbreakers,3,v,47
2958,Bill Evans Trio,2,v,47
2959,ExposÃ©,0,t,45
2960,Donald Fagen,0,u,46
2961,Grayson Hugh,0,u,46
2962,Maze,1,u,46
2963,Wilbur Ware,2,v,47
2964,Gary Peacock,2,u,46
2965,Frente!,0,u,46
2966,Duncan Sheik,1,u,46
2967,David Sylvian,4,u,46
2968,Jeff Wayne,1,v,47
2969,Geddy Lee,0,u,46
2970,Roger Waters,1,v,47
2971,Anna Nalick,0,u,46
2972,John Mayer,10,u,46
2973,Joey Ramone,3,u,46
2974,Tsunami Bomb,1,h,33
2975,The Rezillos,4,u,46
2976,"Eddie ""Cleanhead"" Vinson",3,v,47
2977,Ekoostik Hookah,0,u,46
2978,Jerry Garcia Band,2,v,47
2979,Every Time I Die,0,u,46
2980,Bebo Norman,2,v,47
2981,Passion,0,u,46
2982,Rich Mullins,3,u,46
2983,Caedmon's Call,1,u,46
2984,Flo & Eddie,0,u,46
2985,Cock Sparrer,10,u,46
2986,Fozzy,0,u,46
2987,Sponge,0,u,46
2988,Eric Heatherly,0,u,46
2989,Shaggy,2,u,46
2990,Ini Kamoze,1,v,47
2991,Junior Reid,2,u,46
2992,Maxi Priest,1,u,46
2993,Chad Brock,0,u,46
2994,Greg Phillinganes,0,u,46
2995,Ottmar Liebert,0,u,46
2996,Dope,0,u,46
2997,Gavin DeGraw,2,u,46
2998,Captain & Tennille,7,u,46
2999,Modest Mouse,14,h,33
3000,Gavin Friday,0,u,46
3001,Squarepusher,6,u,46
3002,A Guy Called Gerald,5,v,47
3003,Gas,2,u,46
3004,Michel Legrand,4,u,46
3005,Timi Yuro,1,v,47
3006,Dwele,2,u,46
3007,Color Me Badd,5,u,46
3008,Shadows Fall,2,u,46
3009,Toots Thielemans,1,u,46
3010,Club Nouveau,3,v,47
3011,Odyssey,1,u,46
3012,Stacey Kent,0,u,46
3013,The Melodians,5,u,46
3014,Wet Willie,3,u,46
3015,Sea Level,1,u,46
3016,Chaka Demus & Pliers,0,u,46
3017,Frank Foster,0,u,46
3018,Wardell Gray,6,u,46
3019,Suzy Bogguss,5,u,46
3020,Loudon Wainwright III,9,u,46
3021,The dB's,11,u,46
3022,Toad the Wet Sprocket,10,u,46
3023,Yanni,4,u,46
3024,Franco De Vita,0,u,46
3025,K.T. Oslin,2,u,46
3026,Bobby Hackett,3,v,47
3027,Shankar,0,u,46
3028,Cass McCombs,0,u,46
3029,Electric Six,0,u,46
3030,Cake,8,u,46
3031,Tweet,0,u,46
3032,Bebel Gilberto,0,u,46
3033,Djavan,1,u,46
3034,Aterciopelados,4,u,46
3035,Ben Lee,8,u,46
3036,Mark Lanegan,8,h,33
3037,Doug Kershaw,1,v,47
3038,Shannon,0,u,46
3039,ChantÃ© Moore,1,u,46
3040,Electric Wizard,0,u,46
3041,Candlemass,4,u,46
3042,Cast,1,u,46
3043,Dream Evil,0,u,46
3044,Yngwie Malmsteen,7,u,46
3045,Al Bowlly,2,v,47
3046,Ben Folds Five,4,u,46
3047,Bruce Hornsby,9,u,46
3048,Sugar Minott,4,u,46
3049,Stacey Q,0,t,45
3050,Missing Persons,5,u,46
3051,Stacie Orrico,0,u,46
3052,Tamia,0,u,46
3053,Gentle Giant,6,u,46
3054,Franke & the Knockouts,0,u,46
3055,Eagles of Death Metal,0,u,46
3056,Rick Derringer,2,v,47
3057,Ram Jam,1,v,47
3058,David Houston,1,u,46
3059,Johnny Osbourne,1,v,47
3060,Mario Lanza,5,v,47
3061,"Eddie ""Lockjaw"" Davis",0,v,47
3062,ToÃ±o Rosario,1,v,47
3063,Elvis Crespo,0,u,46
3064,Jon Secada,6,u,46
3065,JosÃ© Feliciano,10,u,46
3066,Miami Sound Machine,2,u,46
3067,Marc Anthony,5,u,46
3068,Grupo ManÃ­a,1,v,47
3069,Eagle-Eye Cherry,6,u,46
3070,Hootie & the Blowfish,5,u,46
3071,Gin Blossoms,3,u,46
3072,Feist,1,o,40
3073,Sam Phillips,6,u,46
3074,Hum,2,u,46
3075,Charlie Barnet,3,v,47
3076,Caravan,1,u,46
3077,Ace,3,u,46
3078,Drowning Pool,0,u,46
3079,Downset,1,u,46
3080,Ben Kweller,0,u,46
3081,Nils Lofgren,6,j,35
3082,Eva Cassidy,4,u,46
3083,June Tabor,2,u,46
3084,Dr. Buzzard's Original Savannah Band,0,u,46
3085,Annie Ross,4,u,46
3086,Lush,3,u,46
3087,Robin Guthrie,4,u,46
3088,Eddie Harris,2,u,46
3089,Down,0,u,46
3090,Felix da Housecat,4,u,46
3091,Melanie,9,u,46
3092,Carl Thomas,0,u,46
3093,Luther Allison,3,u,46
3094,Jimmy Dawkins,1,u,46
3095,Eddie Henderson,0,u,46
3096,Ferrante & Teicher,0,u,46
3097,Finley Quaye,0,u,46
3098,Abbey Lincoln,7,u,46
3099,Fall Out Boy,6,u,46
3100,Rites of Spring,17,u,46
3101,Strung Out,9,u,46
3102,Jets to Brazil,5,u,46
3103,Lyle Mays,0,u,46
3104,Annette Peacock,3,u,46
3105,Eliane Elias,0,u,46
3106,Marian McPartland,6,u,46
3107,Bill Justis,2,v,47
3108,Eddie Santiago,0,u,46
3109,Easy Star All-Stars,0,u,46
3110,Elephant Man,0,u,46
3111,Mad Cobra,5,u,46
3112,Joe South,2,u,46
3113,Dodgy,0,u,46
3114,Franz Ferdinand,4,h,33
3115,Ned's Atomic Dustbin,8,u,46
3116,The Monochrome Set,6,u,46
3117,Neutral Milk Hotel,12,u,46
3118,Charlie Palmieri,1,v,47
3119,Mon Rivera,2,v,47
3120,Beny MorÃ©,13,v,47
3121,Carl Butler,0,v,47
3122,Frank Morgan,0,u,46
3123,Firefall,0,u,46
3124,Ugly Kid Joe,0,u,46
3125,Jesse Winchester,4,u,46
3126,Tuxedomoon,2,u,46
3127,Edwin McCain,0,u,46
3128,James Spaulding,0,u,46
3129,The Heartbeats,1,u,46
3130,World Party,3,u,46
3131,Eddie Vedder,1,u,46
3132,Bono,2,v,47
3133,Firehouse,0,u,46
3134,Franz Waxman,6,v,47
3135,Victor Young,1,v,47
3136,Unearth,2,u,46
3137,Poison the Well,1,u,46
3138,Lamb of God,1,u,46
3139,The Dillinger Escape Plan,2,u,46
3140,Dispatch,0,u,46
3141,M83,0,u,46
3142,MFSB,8,u,46
3143,First Choice,0,u,46
3144,George Russell,10,u,46
3145,Disturbed,0,u,46
3146,Life of Agony,1,u,46
3147,Prong,1,u,46
3148,D.R.I.,4,u,46
3149,Ibrahim Ferrer,7,v,47
3150,Cachao,8,v,47
3151,Gabby Pahinui,2,v,47
3152,Rise Against,0,C,2
3153,MDC,5,u,46
3154,Cap'n Jazz,1,u,46
3155,Anti-Flag,5,C,2
3156,Jeri Southern,3,u,46
3157,Ruth Cameron,0,u,46
3158,Riders in the Sky,0,v,47
3159,Elisa,1,p,41
3160,Right Said Fred,3,t,45
3161,Laid Back,1,v,47
3162,Divine,1,u,46
3163,Leon Ware,7,u,46
3164,Nile Rodgers,1,u,46
3165,The Style Council,2,u,46
3166,Gino Vannelli,7,u,46
3167,Charlie Robison,2,u,46
3168,Joe Zawinul,0,u,46
3169,Faster Pussycat,0,u,46
3170,August Burns Red,0,u,46
3171,Killswitch Engage,4,u,46
3172,Don Chezina,0,u,46
3173,Jon Hassell,5,u,46
3174,Yma Sumac,5,v,47
3175,Little Jimmy Scott,18,u,46
3176,Carlos Ponce,0,u,46
3177,Phil Collins,8,u,46
3178,Don Carlos,0,u,46
3179,The Pioneers,4,v,47
3180,The Uniques,4,v,47
3181,Fischerspooner,0,u,46
3182,John Foxx,3,u,46
3183,Tom Tom Club,9,u,46
3184,Gina X Performance,1,v,47
3185,Clan of Xymox,4,u,46
3186,Eloy,0,u,46
3187,Camel,4,u,46
3188,Jane Child,0,t,45
3189,The Edge,0,u,46
3190,Tom Verlaine,6,u,46
3191,Ultra Vivid Scene,2,u,46
3192,Altered Images,1,u,46
3193,The Dave Brubeck Quartet,1,v,47
3194,Pat Metheny Group,0,u,46
3195,John Coltrane Quartet,1,u,46
3196,Miles Davis Quintet,1,v,47
3197,Thelonious Monk Quartet,1,v,47
3198,Stacy Lattisaw,0,u,46
3199,Staind,3,u,46
3200,Fred Eaglesmith,0,u,46
3201,Edie Brickell,0,u,46
3202,Ritchie Valens,19,d,29
3203,Flaco JimÃ©nez,5,u,46
3204,Jason Becker,0,u,46
3205,Pat Metheny,5,u,46
3206,Eileen Farrell,0,u,46
3207,Tortoise,6,u,46
3208,Graham Parker & the Rumour,0,u,46
3209,Dave Grohl,1,u,46
3210,Peter Criss,2,u,46
3211,Bryan Ferry,11,u,46
3212,Lord Creator,3,v,47
3213,Eric Donaldson,2,v,47
3214,Hopeton Lewis,1,v,47
3215,The Paragons,9,v,47
3216,Flaw,0,u,46
3217,Caron Wheeler,1,u,46
3218,Ray LaMontagne,2,u,46
3219,Keb' Mo',5,u,46
3220,James McMurtry,2,u,46
3221,Brian Hyland,1,u,46
3222,David Cassidy,2,u,46
3223,Fine Young Cannibals,0,u,46
3224,DÃ³nal Lunny,0,v,47
3225,John Cafferty,0,u,46
3226,Flipper,7,u,46
3227,Roger McGuinn,10,u,46
3228,Emerson Drive,0,u,46
3229,Exile,5,v,47
3230,Sawyer Brown,4,u,46
3231,Great Big Sea,0,u,46
3232,Hothouse Flowers,4,u,46
3233,Donald Harrison,0,u,46
3234,Greater Vision,0,u,46
3235,Unsane,5,u,46
3236,RX Bandits,1,u,46
3237,Maceo Parker,1,u,46
3238,French Kicks,1,u,46
3239,Elvis Costello & the Attractions,3,v,47
3240,Penguin Cafe Orchestra,4,u,46
3241,David Lanz,2,u,46
3242,Green Jelly,1,u,46
3243,Arcade Fire,1,r,43
3244,Phosphorescent,3,u,46
3245,Jim Ford,4,u,46
3246,Fun Boy Three,0,u,46
3247,Mac Davis,2,u,46
3248,Voodoo Glow Skulls,1,u,46
3249,Voivod,7,u,46
3250,Donny Osmond,1,u,46
3251,Deadsy,0,u,46
3252,Godhead,1,u,46
3253,Dos,0,u,46
3254,Flogging Molly,0,u,46
3255,Angelic Upstarts,8,u,46
3256,Funeral for a Friend,1,u,46
3257,Buckwheat Zydeco,7,u,46
3258,Sean Paul,2,u,46
3259,Floetry,0,u,46
3260,Eric Johnson,0,u,46
3261,Billy Gibbons,1,v,47
3262,Bud Shank,2,u,46
3263,Phil Woods,6,u,46
3264,John Parr,0,u,46
3265,Foxy Brown,0,u,46
3266,Eric Serra,0,u,46
3267,Lee Roy Parnell,0,u,46
3268,Martha Raye,2,v,47
3269,Helen Forrest,10,v,47
3270,Helen O'Connell,6,v,47
3271,John Taylor,0,u,46
3272,Frank Butler,0,v,47
3273,George Winston,9,u,46
3274,Beres Hammond,2,u,46
3275,LeftÃ¶ver Crack,0,d,29
3276,Dave Grusin,10,u,46
3277,Wang Chung,1,u,46
3278,Wall of Voodoo,0,u,46
3279,Art Pepper,5,u,46
3280,Chico Hamilton,4,u,46
3281,Galactic,0,u,46
3282,Warne Marsh,1,v,47
3283,John Travolta,0,u,46
3284,Cassie,0,u,46
3285,Cassius,1,u,46
3286,Madeleine Peyroux,1,u,46
3287,Deicide,0,u,46
3288,Lee Ann Womack,5,u,46
3289,Garbage,3,h,33
3290,Grace Slick,4,u,46
3291,Judy Henske,3,v,47
3292,Focus,4,u,46
3293,AmÃ¡lia Rodrigues,4,v,47
3294,CesÃ¡ria Ã‰vora,0,u,46
3295,Dazz Band,0,u,46
3296,Ernest Ranglin,2,v,47
3297,Dorothy Loudon,0,v,47
3298,The Flying Luttenbachers,0,a,26
3299,Della Reese,1,u,46
3300,Ed Bruce,1,v,47
3301,Gretchen Wilson,0,u,46
3302,Willie ColÃ³n,7,u,46
3303,Javier SolÃ­s,3,v,47
3304,Jorge Negrete,1,v,47
3305,JosÃ© Alfredo JimÃ©nez,1,v,47
3306,Los Alegres de TerÃ¡n,1,v,47
3307,Pedro Infante,4,v,47
3308,Gene Loves Jezebel,0,u,46
3309,Dee Clark,0,u,46
3310,Warren Haynes,0,u,46
3311,Duane Allman,4,u,46
3312,The Dream Syndicate,8,u,46
3313,Changing Faces,1,u,46
3314,Esquerita,3,v,47
3315,Halifax,0,u,46
3316,Dougie MacLean,0,v,47
3317,Chantal Kreviazuk,1,u,46
3318,"Johnny ""Hammond"" Smith",0,v,47
3319,Ernestine Anderson,3,v,47
3320,Destruction,0,u,46
3321,Drive-By Truckers,0,u,46
3322,Donna the Buffalo,4,u,46
3323,Red Garland,4,u,46
3324,Ty Herndon,0,u,46
3325,Jon Hendricks,7,A,0
3326,General Public,1,u,46
3327,Westlife,5,u,46
3328,East 17,4,u,46
3329,Nouvelle Vague,0,u,46
3330,Charles & Eddie,0,u,46
3331,Derek Trucks,0,u,46
3332,Elvin Bishop,4,u,46
3333,Ginger Baker,5,u,46
3334,Max Richter,0,u,46
3335,Arvo PÃ¤rt,3,v,47
3336,"Huey ""Piano"" Smith",6,u,46
3337,Wet,0,u,46
3338,Wet Wet Wet,0,u,46
3339,Wheatus,0,u,46
3340,Charles Earland,0,u,46
3341,Amy Millan,0,m,38
3342,The Vaselines,4,u,46
3343,Charlie Chaplin,1,u,46
3344,DragonForce,0,u,46
3345,Savatage,2,u,46
3346,Overkill,1,u,46
3347,Helloween,5,u,46
3348,Seefeel,2,u,46
3349,Tycho,0,u,46
3350,Zero 7,1,G,6
3351,Casino Versus Japan,1,v,47
3352,Dramarama,0,u,46
3353,Type O Negative,6,u,46
3354,Alien Sex Fiend,9,u,46
3355,Charles Lloyd,3,u,46
3356,Des'ree,0,u,46
3357,Moe Bandy,6,u,46
3358,DeVotchKa,1,h,33
3359,Dub Pistols,0,u,46
3360,Junior Kimbrough,6,u,46
3361,Tyrone Davis,6,u,46
3362,Linda Perhacs,6,u,46
3363,Vetiver,0,u,46
3364,Norman Greenbaum,1,v,47
3365,Ian Matthews,4,u,46
3366,Ghost,3,u,46
3367,Rita Coolidge,1,u,46
