Id,Label,timeset,weight,color,modularity_class
2406,JoÃ£o Donato,,2,v,6
2407,Dori Caymmi,,3,u,7
2408,Luiz BonfÃ¡,,7,v,7
2409,VinÃ­cius de Moraes,,9,v,7
2410,Roberto Menescal,,6,u,7
2411,Astrud Gilberto,,21,u,7
2412,Interpol,,2,h,2
2413,Catherine Wheel,,7,u,2
2414,ESG,,8,u,2
2415,Josef K,,11,u,2
2416,Jerry Garcia,,10,u,5
2417,A.C. Reed,,1,u,6
2418,Son House,,22,v,0
2419,Mississippi Fred McDowell,,17,v,0
2420,Blackfoot,,0,u,0
2421,Kinky,,0,u,14
2422,Hubert Sumlin,,12,v,0
2423,Kingdom Come,,0,u,8
2424,Chris Hillman,,1,u,5
2425,Pestilence,,1,v,8
2426,Freedy Johnston,,5,h,3
2427,Birdy,,0,u,3
2428,Bonnie Tyler,,5,u,5
2429,Bracket,,0,h,14
2430,Superdrag,,2,u,2
2431,The Muffs,,6,u,14
2432,BlackHawk,,0,u,0
2433,Carnivore,,1,v,8
2434,Kings of Leon,,7,u,0
2435,The Georgia Satellites,,1,u,0
2436,Colin Hay,,1,u,0
2437,Booker Ervin,,0,u,6
2438,Kittie,,1,u,8
2439,Con Funk Shun,,0,u,9
2440,Kim Carnes,,0,u,5
2441,Samiam,,3,u,14
2442,BoySetsFire,,1,u,14
2443,The International Submarine Band,,1,u,5
2444,Ed Ames,,1,v,1
2445,Lenny Welch,,1,u,1
2446,Jerry Vale,,1,u,1
2447,Al Martino,,1,u,1
2448,Hawthorne Heights,,0,u,14
2449,AFI,,14,b,14
2450,Thursday,,3,u,14
2451,Death Cab for Cutie,,10,u,2
2452,Nazareth,,8,u,8
2453,Atomic Rooster,,7,u,8
2454,Uriah Heep,,11,u,8
2455,Klaatu,,1,u,2
2456,Jack Ingram,,0,u,5
2457,Lionel Cartwright,,1,v,5
2458,Radney Foster,,1,u,5
2459,Hal Ketchum,,1,v,5
2460,Henry Lee Summer,,1,v,5
2461,kidneythieves,,0,u,8
2462,Kix,,1,u,8
2463,Vashti Bunyan,,8,u,3
2464,Scandal,,1,u,2
2465,Cornelius,,4,p,2
2466,The Kills,,1,n,2
2467,The Jon Spencer Blues Explosion,,2,u,0
2468,India,,0,u,7
2469,RubÃ©n Blades,,13,u,7
2470,La Lupe,,2,v,7
2471,The Long Winters,,0,u,2
2472,Charlie Wilson,,3,u,9
2473,Levi Stubbs,,1,v,9
2474,Willie Hutch,,2,u,9
2475,LaShun Pace,,0,u,1
2476,Book of Love,,0,u,2
2477,Chris Tomlin,,0,u,10
2478,Mark Harris,,1,v,10
2479,Michael Card,,1,u,10
2480,Newsboys,,5,u,10
2481,Labradford,,1,u,2
2482,Chase,,0,u,9
2483,Jay McShann,,6,v,6
2484,Buck Clayton,,3,v,6
2485,The Pussycat Dolls,,0,u,1
2486,Wendy & Lisa,,4,u,2
2487,Pharrell Williams,,10,u,9
2488,Larry Heard,,6,u,9
2489,LFO,,1,u,9
2490,Ivy,,1,u,2
2491,Control,,0,u,1
2492,Charlie Ventura,,1,v,6
2493,Jack Nitzsche,,4,u,3
2494,Level 42,,4,u,9
2495,The Rippingtons,,1,u,6
2496,Gregory Abbott,,1,u,9
2497,Ralph Tresvant,,1,u,9
2498,Joe Pass,,2,u,6
2499,Santo & Johnny,,1,v,6
2500,Jack Off Jill,,0,u,2
2501,Choking Victim,,0,d,14
2502,Julio Iglesias,,16,u,1
2503,Astor Piazzolla,,4,v,1
2504,Bobby Vinton,,4,u,1
2505,Jack Jones,,1,u,1
2506,Robert Goulet,,2,v,1
2507,Chuck Jackson,,2,u,9
2508,Chris Kenner,,3,v,9
2509,Gloria Lynne,,1,v,1
2510,Hellhammer,,6,u,8
2511,Raven,,2,v,8
2512,Lani Hall,,0,v,7
2513,Kate Wolf,,1,u,3
2514,Christian McBride,,0,u,6
2515,Charlie Haden,,8,u,6
2516,Scott LaFaro,,5,v,6
2517,Ron Carter,,10,u,6
2518,Dave Holland,,3,u,6
2519,Stanley Clarke,,9,u,6
2520,Paul Chambers,,4,v,6
2521,Hank Mobley,,4,u,6
2522,Jaci Velasquez,,0,u,1
2523,Jack DeJohnette,,2,u,6
2524,Tony Williams,,7,u,6
2525,The Easybeats,,3,u,2
2526,Kottonmouth Kings,,0,u,14
2527,The Mighty Mighty Bosstones,,11,u,14
2528,Moondog,,16,v,2
2529,Sun Ra,,32,u,2
2530,Coheed and Cambria,,1,u,8
2531,QueensrÃ¿che,,5,u,8
2532,Every Avenue,,3,v,8
2533,Dream Theater,,6,u,8
2534,Collective Soul,,12,u,8
2535,King's X,,2,u,8
2536,Chris Botti,,0,u,6
2537,Michael Bolton,,8,u,9
2538,Fourplay,,2,u,6
2539,Dave Koz,,6,u,6
2540,Wizzard,,4,v,2
2541,Cody ChesnuTT,,1,u,9
2542,Cold,,0,u,8
2543,Limp Bizkit,,13,u,8
2544,Godsmack,,3,u,8
2545,Krokus,,0,u,8
2546,Colby O'Donis,,0,u,9
2547,Usher,,29,u,9
2548,Justin Timberlake,,22,t,9
2549,*NSYNC,,9,t,9
2550,Jonathan Winters,,3,v,4
2551,Chris Cagle,,1,u,5
2552,Cilla Black,,4,u,1
2553,Lulu,,4,u,1
2554,Rufus Thomas,,23,u,9
2555,Kruder & Dorfmeister,,1,u,2
2556,Orbital,,5,u,2
2557,Aphex Twin,,24,u,2
2558,William Orbit,,5,u,2
2559,Lakeside,,1,u,9
2560,Chris LeDoux,,4,u,5
2561,Kimya Dawson,,1,u,2
2562,Tullycraft,,3,u,2
2563,The Mountain Goats,,10,u,2
2564,DJ Nelson,,1,v,13
2565,Luny Tunes,,0,v,13
2566,El General,,5,v,13
2567,Jane Birkin,,11,u,1
2568,Isobel Campbell,,0,u,1
2569,Mazzy Star,,6,u,2
2570,Cherrelle,,2,u,1
2571,"Evelyn ""Champagne"" King",,5,u,1
2572,Melba Moore,,2,u,1
2573,Kristin Chenoweth,,0,u,1
2574,Sandi Patty,,8,u,5
2575,Bebe Neuwirth,,1,v,1
2576,Mitzi Gaynor,,1,v,1
2577,Israel & New Breed,,1,u,9
2578,Fred Hammond,,8,u,1
2579,Lalo RodrÃ­guez,,0,u,7
2580,The Zutons,,0,u,2
2581,Dexys Midnight Runners,,7,u,9
2582,The Boomtown Rats,,9,u,2
2583,Edie Brickell & New Bohemians,,2,v,2
2584,Cheryl Wheeler,,0,u,3
2585,It's a Beautiful Day,,0,u,2
2586,Chemlab,,0,u,2
2587,Chris Duarte,,0,u,0
2588,Chris Montez,,1,u,6
2589,The Psychedelic Furs,,11,u,2
2590,The Adverts,,8,u,2
2591,Veruca Salt,,4,u,2
2592,Jackyl,,0,u,8
2593,Panda Bear,,1,u,2
2594,Boards of Canada,,12,u,2
2595,The Abyssinians,,6,u,13
2596,IsmaÃ«l LÃ´,,1,u,1
2597,Garland Jeffreys,,2,u,0
2598,Jain,,0,u,1
2599,Oumou Sangare,,2,u,1
2600,Crazy Town,,0,u,8
2601,The Ides of March,,2,v,0
2602,Chico CÃ©sar,,0,u,7
2603,Gal Costa,,8,u,7
2604,Chick Corea,,11,u,6
2605,Ivan Lins,,1,u,7
2606,Citizen Cope,,0,u,9
2607,Ben Harper,,9,u,3
2608,O.A.R.,,2,u,0
2609,City Boy,,0,u,2
2610,Chico DeBarge,,0,u,9
2611,Chris Whitley,,2,u,0
2612,Donnie McClurkin,,3,u,9
2613,Tye Tribbett,,0,u,9
2614,Israel Houghton,,1,u,9
2615,Helen Ward,,9,v,1
2616,Crimson Glory,,1,u,8
2617,Tom Morello,,2,h,0
2618,Colin James,,0,u,0
2619,Jimmie Vaughan,,1,u,0
2620,John Entwistle,,5,u,6
2621,Noel Redding,,4,u,6
2622,Eric Darius,,0,u,6
2623,David Johansen,,3,u,2
2624,Joe Hill Louis,,0,v,0
2625,Commander Cody and His Lost Planet Airmen,,0,v,5
2626,Christopher Williams,,1,u,9
2627,Jeffrey Osborne,,2,u,9
2628,Alexander O'Neal,,2,u,9
2629,Sylvester,,10,l,1
2630,Chromeo,,0,u,9
2631,George Clinton,,14,u,9
2632,Zapp,,4,u,9
2633,Daft Punk,,26,u,2
2634,Daryl Hall & John Oates,,23,u,9
2635,Yazoo,,2,u,2
2636,Jah Cure,,0,u,13
2637,Morgan Heritage,,4,u,13
2638,Harvey Fuqua,,1,v,9
2639,Connie Francis,,8,u,1
2640,Ledisi,,0,u,1
2641,Karyn White,,1,u,1
2642,Porter Wagoner,,7,u,5
2643,PÃ©rez Prado,,16,v,7
2644,Joe Bataan,,3,v,7
2645,Clay Walker,,6,u,5
2646,Joe Bonamassa,,0,u,0
2647,Diana Ross & the Supremes,,2,v,1
2648,Comus,,4,u,3
2649,Claus Ogerman,,1,v,6
2650,Johnny Guarnieri,,1,v,6
2651,Luiz Gonzaga,,2,v,6
2652,Lacy J. Dalton,,0,u,5
2653,Karen Dalton,,10,u,3
2654,Billy Ward & the Dominoes,,5,v,9
2655,The Delta Rhythm Boys,,3,v,9
2656,Basia,,5,u,1
2657,Nancy Sinatra,,13,u,1
2658,Basic Black,,0,u,9
2659,LeAnn Rimes,,2,u,5
2660,Chromatics,,0,u,2
2661,Arthur Russell,,7,u,2
2662,Marc Almond,,2,u,2
2663,Visage,,4,u,2
2664,Liquid Liquid,,10,u,2
2665,Jack McDuff,,5,v,6
2666,The Dandy Warhols,,1,u,2
2667,Confederate Railroad,,0,u,5
2668,Corey Hart,,0,u,0
2669,Gato Barbieri,,4,u,6
2670,Joe Maphis,,7,v,0
2671,Jimmy Bryant,,6,v,0
2672,Chris Thomas,,0,u,0
2673,David Gray,,12,u,3
2674,Rusted Root,,3,u,0
2675,Marc Cohn,,5,u,3
2676,Dave Matthews,,7,u,3
2677,Taj Mahal,,4,u,0
2678,Huey Lewis & the News,,6,l,0
2679,Len,,0,u,14
2680,Cowboy,,0,u,5
2681,Camper Van Beethoven,,11,u,2
2682,Cowboy Mouth,,1,u,2
2683,The All-American Rejects,,11,u,14
2684,Cartel,,0,u,14
2685,Chris Squire,,2,u,6
2686,Laraaji,,0,u,6
2687,Jan Garbarek,,6,u,6
2688,Charles TrÃ©net,,4,v,1
2689,Cornershop,,1,u,2
2690,Asha Bhosle,,4,v,11
2691,The Sugarcubes,,9,u,2
2692,Cibo Matto,,0,u,2
2693,Coyote Shivers,,0,u,2
2694,Craig David,,1,K,9
2695,Seal,,7,u,9
2696,Goldie,,4,H,2
2697,Simply Red,,5,u,9
2698,Lady Saw,,5,u,13
2699,Patra,,1,v,13
2700,Sister Nancy,,1,v,13
2701,Jacques Dutronc,,1,u,0
2702,Johnny Hallyday,,2,l,0
2703,Chris Thomas King,,0,u,0
2704,Debbie Harry,,8,u,1
2705,L.T.D.,,0,u,9
2706,Converge,,6,a,8
2707,ChristiÃ³n,,1,u,9
2708,Christopher Cross,,1,u,3
2709,Laidback Luke,,1,u,2
2710,Gary Wilson,,1,v,2
2711,David Byrne,,8,u,7
2712,Johnny Jenkins,,7,u,0
2713,R.L. Burnside,,6,u,0
2714,Craig Morgan,,0,u,5
2715,Chuck Prophet,,0,h,0
2716,Lucinda Williams,,14,u,5
2717,Nick Lowe,,12,j,0
2718,Jagged Edge,,3,u,9
2719,Dru Hill,,5,u,9
2720,Ratt,,4,u,8
2721,Exodus,,3,u,8
2722,Coralie ClÃ©ment,,1,u,1
2723,Vanessa Paradis,,1,t,1
2724,Brigitte Bardot,,3,v,1
2725,Jeanne Moreau,,2,v,1
2726,El Gran Silencio,,0,u,8
2727,The Fabulous Thunderbirds,,2,u,0
2728,Christina Milian,,0,t,1
2729,Richard Swift,,0,h,3
2730,Harry Nilsson,,18,u,3
2731,Dave Stewart,,5,u,2
2732,The Disco Biscuits,,0,u,8
2733,Widespread Panic,,12,u,0
2734,Lambchop,,4,u,3
2735,Frederick Knight,,1,u,3
2736,Lee Hazlewood,,14,u,5
2737,Luna,,5,u,2
2738,Wynn Stewart,,6,v,5
2739,Al Stewart,,4,u,3
2740,Jaguares,,1,u,14
2741,Cindy Walker,,1,v,5
2742,Lamb,,1,H,2
2743,Billy Strayhorn,,10,v,6
2744,Billy Taylor,,1,u,6
2745,Jackie DeShannon,,10,u,5
2746,Randy Crawford,,6,v,1
2747,Angela Bofill,,6,u,1
2748,Angela Winbush,,1,v,1
2749,Jackie Paris,,3,u,1
2750,BeBe Winans,,2,u,9
2751,Eyeless in Gaza,,0,u,2
2752,Benny Golson,,8,u,6
2753,The Highway Q.C.'s,,3,v,9
2754,Cranes,,2,u,2
2755,Trey Songz,,3,u,9
2756,Jack Wagner,,0,u,1
2757,Marvin Hamlisch,,1,v,1
2758,The Beloved,,0,u,2
2759,Country Joe & the Fish,,3,u,3
2760,The Charlatans,,4,v,5
2761,The Dirty Dozen Brass Band,,6,u,9
2762,Preservation Hall Jazz Band,,2,v,9
2763,Robbie Robertson,,2,u,0
2764,Mark Knopfler,,7,u,0
2765,Jack White,,2,u,0
2766,The Grascals,,0,u,5
2767,The Del McCoury Band,,4,u,5
2768,John Abercrombie,,2,u,6
2769,Tantric,,5,u,8
2770,Crossfade,,0,u,8
2771,"Clarence ""Frogman"" Henry",,0,v,0
2772,Crass,,15,u,14
2773,The Deviants,,2,v,14
2774,Arrow,,6,u,9
2775,Admiral Bailey,,2,v,13
2776,Big Youth,,8,O,13
2777,Josey Wales,,4,u,13
2778,Larry Gatlin,,0,u,5
2779,Roger Daltrey,,3,u,0
2780,"Crosby, Stills, Nash & Young",,4,u,2
2781,Cross Canadian Ragweed,,1,u,5
2782,The Highwaymen,,3,v,5
2783,Pirates of the Mississippi,,2,u,5
2784,Spragga Benz,,0,u,13
2785,Tal Bachman,,0,u,0
2786,Jacky Terrasson,,0,u,6
2787,Tony Rice,,2,u,5
2788,John Hartford,,2,u,5
2789,Del McCoury,,11,u,5
2790,Lester Flatt,,3,v,5
2791,The Dillards,,16,u,5
2792,Jai Uttal,,0,u,6
2793,Zakir Hussain,,2,v,6
2794,Don Cherry,,9,u,6
2795,Nusrat Fateh Ali Khan,,5,v,6
2796,The Youngbloods,,3,u,2
2797,Spoon,,3,u,2
2798,James Burton,,12,v,0
2799,The Searchers,,9,u,0
2800,Squirrel Nut Zippers,,0,A,9
2801,Asleep at the Wheel,,5,v,5
2802,Bohannon,,2,v,2
2803,Jean Shepard,,4,v,5
2804,Crystal Lewis,,1,u,5
2805,Crystal Waters,,0,u,1
2806,Woody Herman,,8,v,6
2807,Tamar Braxton,,0,u,1
2808,SWV,,10,t,1
2809,Dwarves,,0,u,0
2810,Jo Jo Gunne,,2,v,0
2811,Fatboy Slim,,10,u,2
2812,Camille Yarbrough,,1,v,2
2813,Lalo Schifrin,,17,u,6
2814,Cristian Castro,,0,u,1
2815,Juan Gabriel,,10,u,7
2816,Jamelia,,0,u,1
2817,Garnett Silk,,1,u,13
2818,Missy Elliott,,15,u,1
2819,Carter Burwell,,2,u,6
2820,Clint Mansell,,0,Y,6
2821,Barry Adamson,,3,H,2
2822,Elbow,,1,u,2
2823,Geggy Tah,,2,u,2
2824,Blind Faith,,9,u,0
2825,Pat Green,,3,u,5
2826,Lou Donaldson,,6,u,6
2827,Gigi Gryce,,2,v,6
2828,Midlake,,0,u,3
2829,The Crystal Method,,2,u,2
2830,Front 242,,9,u,2
2831,Frankie Knuckles,,10,u,2
2832,The Wilburn Brothers,,2,v,5
2833,The Cyrkle,,1,u,2
2834,The Cover Girls,,0,u,1
2835,Champion Jack Dupree,,6,v,9
2836,Fefe Dobson,,0,h,1
2837,Nelly Furtado,,5,G,1
2838,The Creatures,,0,u,2
2839,The Dresden Dolls,,1,m,2
2840,Zucchero,,5,l,0
2841,Laura Pausini,,0,u,0
2842,Cursive,,5,u,14
2843,Polvo,,3,u,2
2844,Archers of Loaf,,5,u,14
2845,Dobie Gray,,0,u,9
2846,The Dramatics,,2,u,9
2847,Joe Liggins,,4,v,9
2848,Raymond Scott,,14,v,2
2849,Babatunde Olatunji,,3,v,2
2850,Spirit,,7,u,0
2851,Oingo Boingo,,3,u,2
2852,BarlowGirl,,0,u,10
2853,JoÃ£o Bosco,,0,u,7
2854,Curtis Fuller,,0,u,6
2855,Urbie Green,,1,v,6
2856,Laura Branigan,,0,u,0
2857,The Country Gentlemen,,4,u,5
2858,Frankie Goes to Hollywood,,9,u,2
2859,Malcolm McLaren,,3,u,2
2860,Yello,,10,u,2
2861,Esther Phillips,,8,u,1
2862,The Friends of Distinction,,1,v,0
2863,Dokken,,5,u,8
2864,The Darkness,,0,u,8
2865,Warrant,,4,u,8
2866,Diamond Head,,4,u,8
2867,Urge Overkill,,2,u,14
2868,Poison,,4,u,8
2869,King Diamond,,4,u,8
2870,L.A. Guns,,2,u,8
2871,Great White,,4,u,8
2872,Turbonegro,,1,u,8
2873,W.A.S.P.,,8,u,8
2874,Curtis Stigers,,0,u,9
2875,Tom Jones,,8,u,1
2876,Paul Revere & the Raiders,,1,j,0
2877,Cut Copy,,0,u,2
2878,Erasure,,9,u,2
2879,Carl Smith,,11,v,5
2880,Eddie Murphy,,4,u,4
2881,Robin Williams,,2,u,4
2882,Basement Jaxx,,9,H,2
2883,Inner City,,1,v,2
2884,Junior Vasquez,,3,u,2
2885,Jimmy Castor,,3,u,9
2886,The Prodigy,,7,u,2
2887,The Future Sound of London,,2,u,2
2888,Underworld,,11,u,2
2889,Nightmares on Wax,,4,u,2
2890,The Dukes of Stratosphear,,0,u,2
2891,Strawberry Alarm Clock,,3,u,2
2892,Cusco,,0,u,6
2893,fIREHOSE,,1,u,2
2894,The Del Fuegos,,0,u,0
2895,Mink DeVille,,2,u,0
2896,Faron Young,,15,u,5
2897,Fever Tree,,0,u,2
2898,New Riders of the Purple Sage,,7,u,5
2899,Bastille,,1,u,2
2900,Mike Laure,,1,u,7
2901,Carl Allen,,0,v,6
2902,Bang Tango,,0,u,8
2903,Michael Penn,,3,u,2
2904,Translator,,2,u,2
2905,20/20,,5,u,2
2906,Tommy Bolin,,1,u,0
2907,Cybotron,,1,u,2
2908,Cutting Crew,,0,u,3
2909,The Deele,,1,u,9
2910,James Ingram,,4,u,9
2911,The Charioteers,,1,v,9
2912,Eddy Raven,,0,u,5
2913,Le Tigre,,4,u,2
2914,Luscious Jackson,,4,u,2
2915,Clay Aiken,,0,u,1
2916,Eric Carmen,,1,u,2
2917,Leo Sayer,,8,u,3
2918,Air Supply,,7,u,3
2919,Cutty Ranks,,1,u,13
2920,Eve 6,,0,h,14
2921,Matchbox Twenty,,11,u,8
2922,Better Than Ezra,,4,u,2
2923,Dirty Projectors,,0,u,2
2924,Anthony Green,,0,u,14
2925,Taking Back Sunday,,5,R,14
2926,Pedro the Lion,,1,u,14
2927,Glassjaw,,5,u,8
2928,The Presidents of the United States of America,,4,u,2
2929,Howard Tate,,5,u,9
2930,Little Milton,,8,u,0
2931,The Distillers,,0,u,14
2932,Carolyn Hester,,4,v,3
2933,Jerry Goldsmith,,9,u,6
2934,The Box Tops,,2,u,9
2935,Chapterhouse,,1,u,2
2936,Dead Can Dance,,6,u,2
2937,Johnny Shines,,7,v,0
2938,Leaf Hound,,0,u,0
2939,Elmer Bernstein,,12,v,6
2940,Earl Klugh,,0,u,6
2941,Charlie Byrd,,1,v,6
2942,Herb Ellis,,1,v,6
2943,Tony Trischka,,1,u,5
2944,Old & In the Way,,1,u,5
2945,Sting,,23,u,3
2946,Don Gibson,,7,u,5
2947,Webb Pierce,,20,v,5
2948,Tommy Collins,,2,v,5
2949,Earl King,,7,v,9
2950,Bayside,,0,u,14
2951,Good Charlotte,,7,B,14
2952,Belinda Carlisle,,1,u,1
2953,Mercyful Fate,,17,u,8
2954,The Gentrys,,1,v,0
2955,Cliff Richard,,14,u,0
2956,Freddy Fender,,9,u,5
2957,John Mayall & the Bluesbreakers,,3,v,0
2958,Bill Evans Trio,,2,v,6
2959,ExposÃ©,,0,t,1
2960,Donald Fagen,,0,u,6
2961,Grayson Hugh,,0,u,9
2962,Maze,,1,u,9
2963,Wilbur Ware,,2,v,6
2964,Gary Peacock,,2,u,6
2965,Frente!,,0,u,2
2966,Duncan Sheik,,1,u,3
2967,David Sylvian,,4,u,2
2968,Jeff Wayne,,1,v,3
2969,Geddy Lee,,0,u,6
2970,Roger Waters,,1,v,6
2971,Anna Nalick,,0,u,3
2972,John Mayer,,10,u,3
2973,Joey Ramone,,3,u,14
2974,Tsunami Bomb,,1,h,14
2975,The Rezillos,,4,u,14
2976,"Eddie ""Cleanhead"" Vinson",,3,v,0
2977,Ekoostik Hookah,,0,u,0
2978,Jerry Garcia Band,,2,v,0
2979,Every Time I Die,,0,u,8
2980,Bebo Norman,,2,v,10
2981,Passion,,0,u,10
2982,Rich Mullins,,3,u,10
2983,Caedmon's Call,,1,u,10
2984,Flo & Eddie,,0,u,2
2985,Cock Sparrer,,10,u,14
2986,Fozzy,,0,u,8
2987,Sponge,,0,u,8
2988,Eric Heatherly,,0,u,5
2989,Shaggy,,2,u,13
2990,Ini Kamoze,,1,v,13
2991,Junior Reid,,2,u,13
2992,Maxi Priest,,1,u,13
2993,Chad Brock,,0,u,5
2994,Greg Phillinganes,,0,u,6
2995,Ottmar Liebert,,0,u,0
2996,Dope,,0,u,8
2997,Gavin DeGraw,,2,u,3
2998,Captain & Tennille,,7,u,3
2999,Modest Mouse,,14,h,2
3000,Gavin Friday,,0,u,2
3001,Squarepusher,,6,u,2
3002,A Guy Called Gerald,,5,v,2
3003,Gas,,2,u,2
3004,Michel Legrand,,4,u,6
3005,Timi Yuro,,1,v,1
3006,Dwele,,2,u,9
3007,Color Me Badd,,5,u,9
3008,Shadows Fall,,2,u,8
3009,Toots Thielemans,,1,u,6
3010,Club Nouveau,,3,v,1
3011,Odyssey,,1,u,1
3012,Stacey Kent,,0,u,1
3013,The Melodians,,5,u,13
3014,Wet Willie,,3,u,0
3015,Sea Level,,1,u,0
3016,Chaka Demus & Pliers,,0,u,13
3017,Frank Foster,,0,u,6
3018,Wardell Gray,,6,u,6
3019,Suzy Bogguss,,5,u,5
3020,Loudon Wainwright III,,9,u,3
3021,The dB's,,11,u,2
3022,Toad the Wet Sprocket,,10,u,2
3023,Yanni,,4,u,6
3024,Franco De Vita,,0,u,6
3025,K.T. Oslin,,2,u,5
3026,Bobby Hackett,,3,v,6
3027,Shankar,,0,u,6
3028,Cass McCombs,,0,u,3
3029,Electric Six,,0,u,2
3030,Cake,,8,u,2
3031,Tweet,,0,u,1
3032,Bebel Gilberto,,0,u,7
3033,Djavan,,1,u,7
3034,Aterciopelados,,4,u,7
3035,Ben Lee,,8,u,2
3036,Mark Lanegan,,8,h,3
3037,Doug Kershaw,,1,v,5
3038,Shannon,,0,u,1
3039,ChantÃ© Moore,,1,u,1
3040,Electric Wizard,,0,u,8
3041,Candlemass,,4,u,8
3042,Cast,,1,u,2
3043,Dream Evil,,0,u,8
3044,Yngwie Malmsteen,,7,u,8
3045,Al Bowlly,,2,v,1
3046,Ben Folds Five,,4,u,2
3047,Bruce Hornsby,,9,u,3
3048,Sugar Minott,,4,u,13
3049,Stacey Q,,0,t,2
3050,Missing Persons,,5,u,2
3051,Stacie Orrico,,0,u,1
3052,Tamia,,0,u,1
3053,Gentle Giant,,6,u,8
3054,Franke & the Knockouts,,0,u,3
3055,Eagles of Death Metal,,0,u,8
3056,Rick Derringer,,2,v,0
3057,Ram Jam,,1,v,8
3058,David Houston,,1,u,5
3059,Johnny Osbourne,,1,v,13
3060,Mario Lanza,,5,v,1
3061,"Eddie ""Lockjaw"" Davis",,0,v,6
3062,ToÃ±o Rosario,,1,v,7
3063,Elvis Crespo,,0,u,7
3064,Jon Secada,,6,u,7
3065,JosÃ© Feliciano,,10,u,7
3066,Miami Sound Machine,,2,u,7
3067,Marc Anthony,,5,u,7
3068,Grupo ManÃ­a,,1,v,7
3069,Eagle-Eye Cherry,,6,u,9
3070,Hootie & the Blowfish,,5,u,0
3071,Gin Blossoms,,3,u,2
3072,Feist,,1,o,3
3073,Sam Phillips,,6,u,3
3074,Hum,,2,u,2
3075,Charlie Barnet,,3,v,6
3076,Caravan,,1,u,2
3077,Ace,,3,u,0
3078,Drowning Pool,,0,u,8
3079,Downset,,1,u,8
3080,Ben Kweller,,0,u,2
3081,Nils Lofgren,,6,j,0
3082,Eva Cassidy,,4,u,3
3083,June Tabor,,2,u,3
3084,Dr. Buzzard's Original Savannah Band,,0,u,1
3085,Annie Ross,,4,u,1
3086,Lush,,3,u,2
3087,Robin Guthrie,,4,u,2
3088,Eddie Harris,,2,u,6
3089,Down,,0,u,8
3090,Felix da Housecat,,4,u,2
3091,Melanie,,9,u,3
3092,Carl Thomas,,0,u,9
3093,Luther Allison,,3,u,0
3094,Jimmy Dawkins,,1,u,0
3095,Eddie Henderson,,0,u,6
3096,Ferrante & Teicher,,0,u,6
3097,Finley Quaye,,0,u,13
3098,Abbey Lincoln,,7,u,1
3099,Fall Out Boy,,6,u,14
3100,Rites of Spring,,17,u,14
3101,Strung Out,,9,u,14
3102,Jets to Brazil,,5,u,14
3103,Lyle Mays,,0,u,6
3104,Annette Peacock,,3,u,2
3105,Eliane Elias,,0,u,7
3106,Marian McPartland,,6,u,6
3107,Bill Justis,,2,v,0
3108,Eddie Santiago,,0,u,7
3109,Easy Star All-Stars,,0,u,13
3110,Elephant Man,,0,u,13
3111,Mad Cobra,,5,u,13
3112,Joe South,,2,u,5
3113,Dodgy,,0,u,2
3114,Franz Ferdinand,,4,h,2
3115,Ned's Atomic Dustbin,,8,u,2
3116,The Monochrome Set,,6,u,2
3117,Neutral Milk Hotel,,12,u,2
3118,Charlie Palmieri,,1,v,7
3119,Mon Rivera,,2,v,7
3120,Beny MorÃ©,,13,v,7
3121,Carl Butler,,0,v,5
3122,Frank Morgan,,0,u,6
3123,Firefall,,0,u,5
3124,Ugly Kid Joe,,0,u,8
3125,Jesse Winchester,,4,u,5
3126,Tuxedomoon,,2,u,2
3127,Edwin McCain,,0,u,0
3128,James Spaulding,,0,u,6
3129,The Heartbeats,,1,u,2
3130,World Party,,3,u,2
3131,Eddie Vedder,,1,u,0
3132,Bono,,2,v,0
3133,Firehouse,,0,u,8
3134,Franz Waxman,,6,v,6
3135,Victor Young,,1,v,6
3136,Unearth,,2,u,8
3137,Poison the Well,,1,u,8
3138,Lamb of God,,1,u,8
3139,The Dillinger Escape Plan,,2,u,8
3140,Dispatch,,0,u,8
3141,M83,,0,u,2
3142,MFSB,,8,u,9
3143,First Choice,,0,u,9
3144,George Russell,,10,u,6
3145,Disturbed,,0,u,8
3146,Life of Agony,,1,u,8
3147,Prong,,1,u,8
3148,D.R.I.,,4,u,8
3149,Ibrahim Ferrer,,7,v,7
3150,Cachao,,8,v,7
3151,Gabby Pahinui,,2,v,7
3152,Rise Against,,0,C,14
3153,MDC,,5,u,14
3154,Cap'n Jazz,,1,u,14
3155,Anti-Flag,,5,C,14
3156,Jeri Southern,,3,u,1
3157,Ruth Cameron,,0,u,1
3158,Riders in the Sky,,0,v,5
3159,Elisa,,1,p,3
3160,Right Said Fred,,3,t,2
3161,Laid Back,,1,v,2
3162,Divine,,1,u,1
3163,Leon Ware,,7,u,9
3164,Nile Rodgers,,1,u,0
3165,The Style Council,,2,u,9
3166,Gino Vannelli,,7,u,9
3167,Charlie Robison,,2,u,5
3168,Joe Zawinul,,0,u,6
3169,Faster Pussycat,,0,u,8
3170,August Burns Red,,0,u,8
3171,Killswitch Engage,,4,u,8
3172,Don Chezina,,0,u,13
3173,Jon Hassell,,5,u,2
3174,Yma Sumac,,5,v,2
3175,Little Jimmy Scott,,18,u,1
3176,Carlos Ponce,,0,u,7
3177,Phil Collins,,8,u,9
3178,Don Carlos,,0,u,13
3179,The Pioneers,,4,v,13
3180,The Uniques,,4,v,13
3181,Fischerspooner,,0,u,2
